review_id,company,rating,title,pros,cons,advice,author_role,author_tenure,timestamp,helpful_count,sentiment,pros_word_count,cons_word_count,review_length,year_posted,is_current_employee
gd_128,Oracle,2.7,Challenging experience at Oracle,Competitive compensation and benefits,Fast-paced environment can be stressful,Focus on employee development,Software Engineer,Former Employee - 2 years,2024-09-05T08:54:03.523433,53,negative,4,5,105,2024,False
gd_129,Netflix,2.8,Challenging experience at Netflix,Innovative culture and cutting-edge technology,Limited remote work options,Focus on innovation,DevOps Engineer,Current Employee,2025-02-17T08:54:03.525846,33,negative,5,4,92,2025,True
gd_130,Google,4.2,Great experience at Google,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on work-life balance,Marketing Manager,Former Employee - 5 years,2025-06-21T08:54:03.528224,23,positive,5,8,123,2025,False
gd_131,Tesla,3.6,Mixed experience at Tesla,Excellent learning opportunities and career growth,Fast-paced environment can be stressful,Focus on communication,Sales Director,Current Employee,2025-03-13T08:54:03.527678,12,neutral,6,5,111,2025,True
gd_132,Google,4.4,Great experience at Google,Competitive compensation and benefits,High expectations and long hours during crunch time,Focus on communication,Marketing Manager,Former Employee - 5 years,2024-10-23T08:54:03.523402,62,positive,4,8,110,2024,False
gd_133,Tesla,3.2,Mixed experience at Tesla,Supportive team and management,Limited remote work options,Focus on work-life balance,Product Manager,Current Employee,2025-01-09T08:54:03.526100,4,neutral,4,4,83,2025,True
gd_134,Amazon,2.6,Challenging experience at Amazon,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on innovation,HR Manager,Current Employee,2024-08-11T08:54:03.530288,88,negative,6,5,112,2024,True
gd_135,Meta,3.2,Mixed experience at Meta,Excellent learning opportunities and career growth,Fast-paced environment can be stressful,Focus on employee development,DevOps Engineer,Former Employee - 5 years,2024-11-19T08:54:03.528444,67,neutral,6,5,118,2024,False
gd_136,Microsoft,4.9,Great experience at Microsoft,Competitive compensation and benefits,Limited advancement opportunities in some departments,Focus on work-life balance,Marketing Manager,Current Employee,2024-11-17T08:54:03.529941,1,positive,4,6,116,2024,True
gd_137,Salesforce,2.9,Challenging experience at Salesforce,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on communication,Data Scientist,Current Employee,2025-01-27T08:54:03.530504,31,negative,5,8,119,2025,True
gd_138,Oracle,2.6,Challenging experience at Oracle,Competitive compensation and benefits,Limited remote work options,Focus on innovation,UX Designer,Former Employee - 5 years,2025-04-01T08:54:03.527103,17,negative,4,4,83,2025,False
gd_139,Apple,3.7,Mixed experience at Apple,Great work-life balance and flexible hours,Bureaucratic processes slow down innovation,Focus on employee development,UX Designer,Former Employee - 5 years,2024-10-16T08:54:03.531307,46,neutral,6,5,114,2024,False
gd_140,Meta,2.6,Challenging experience at Meta,Excellent learning opportunities and career growth,Limited advancement opportunities in some departments,Focus on employee development,Marketing Manager,Former Employee - 5 years,2024-11-24T08:54:03.528915,25,negative,6,6,132,2024,False
gd_141,Meta,3.9,Mixed experience at Meta,Competitive compensation and benefits,High expectations and long hours during crunch time,Focus on employee development,HR Manager,Former Employee - 2 years,2024-08-22T08:54:03.529277,33,neutral,4,8,117,2024,False
gd_142,Amazon,2.2,Challenging experience at Amazon,Supportive team and management,Fast-paced environment can be stressful,Focus on communication,Marketing Manager,Former Employee - 2 years,2025-05-12T08:54:03.529979,11,negative,4,5,91,2025,False
gd_143,Apple,2.9,Challenging experience at Apple,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on communication,Data Scientist,Former Employee - 5 years,2025-07-15T08:54:03.524391,70,negative,5,8,119,2025,False
gd_144,Netflix,3.2,Mixed experience at Netflix,Innovative culture and cutting-edge technology,Limited remote work options,Focus on work-life balance,Data Scientist,Current Employee,2025-04-22T08:54:03.531213,2,neutral,5,4,99,2025,True
gd_145,Oracle,3.8,Mixed experience at Oracle,Competitive compensation and benefits,Limited advancement opportunities in some departments,Focus on innovation,UX Designer,Current Employee,2024-08-14T08:54:03.531066,86,neutral,4,6,109,2024,True
gd_146,Microsoft,5.0,Great experience at Microsoft,Great work-life balance and flexible hours,High expectations and long hours during crunch time,Focus on work-life balance,Product Manager,Current Employee,2024-12-12T08:54:03.530648,56,positive,6,8,119,2024,True
gd_147,Microsoft,4.8,Great experience at Microsoft,Competitive compensation and benefits,Limited advancement opportunities in some departments,Focus on employee development,UX Designer,Former Employee - 2 years,2025-05-14T08:54:03.523608,69,positive,4,6,119,2025,False
gd_148,Amazon,4.3,Great experience at Amazon,Supportive team and management,Fast-paced environment can be stressful,Focus on work-life balance,Software Engineer,Former Employee - 2 years,2024-09-02T08:54:03.528379,31,positive,4,5,95,2024,False
gd_149,Netflix,3.4,Mixed experience at Netflix,Excellent learning opportunities and career growth,Fast-paced environment can be stressful,Focus on communication,Product Manager,Former Employee - 2 years,2025-06-03T08:54:03.531078,82,neutral,6,5,111,2025,False
gd_150,Meta,3.3,Mixed experience at Meta,Great work-life balance and flexible hours,Bureaucratic processes slow down innovation,Focus on innovation,Data Scientist,Former Employee - 5 years,2025-07-06T08:54:03.527252,71,neutral,6,5,104,2025,False
gd_151,Meta,3.4,Mixed experience at Meta,Competitive compensation and benefits,Bureaucratic processes slow down innovation,Focus on work-life balance,Sales Director,Former Employee - 5 years,2025-06-11T08:54:03.530147,70,neutral,4,5,106,2025,False
gd_152,Salesforce,4.8,Great experience at Salesforce,Competitive compensation and benefits,High expectations and long hours during crunch time,Focus on communication,Product Manager,Former Employee - 5 years,2025-05-09T08:54:03.526797,44,positive,4,8,110,2025,False
gd_153,Netflix,2.3,Challenging experience at Netflix,Innovative culture and cutting-edge technology,Limited remote work options,Focus on communication,HR Manager,Current Employee,2025-05-07T08:54:03.525898,86,negative,5,4,95,2025,True
gd_154,Tesla,4.5,Great experience at Tesla,Supportive team and management,Limited remote work options,Focus on employee development,HR Manager,Former Employee - 5 years,2024-09-24T08:54:03.525955,38,positive,4,4,86,2024,False
gd_155,Oracle,3.4,Mixed experience at Oracle,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on work-life balance,Software Engineer,Former Employee - 5 years,2025-04-26T08:54:03.531290,47,neutral,6,5,119,2025,False
gd_156,Salesforce,3.9,Mixed experience at Salesforce,Competitive compensation and benefits,Limited advancement opportunities in some departments,Focus on innovation,Software Engineer,Current Employee,2025-08-03T08:54:03.530141,34,neutral,4,6,109,2025,True
gd_157,Meta,4.3,Great experience at Meta,Supportive team and management,Limited advancement opportunities in some departments,Focus on communication,Software Engineer,Former Employee - 5 years,2025-03-26T08:54:03.526638,12,positive,4,6,105,2025,False
gd_158,IBM,4.4,Great experience at IBM,Supportive team and management,Fast-paced environment can be stressful,Focus on work-life balance,DevOps Engineer,Former Employee - 2 years,2025-04-20T08:54:03.530544,4,positive,4,5,95,2025,False
gd_159,Amazon,3.4,Mixed experience at Amazon,Great work-life balance and flexible hours,High expectations and long hours during crunch time,Focus on work-life balance,UX Designer,Former Employee - 2 years,2025-04-06T08:54:03.525442,51,neutral,6,8,119,2025,False
gd_160,Netflix,5.0,Great experience at Netflix,Competitive compensation and benefits,Limited remote work options,Focus on work-life balance,HR Manager,Current Employee,2025-02-02T08:54:03.531060,20,positive,4,4,90,2025,True
gd_161,Microsoft,4.3,Great experience at Microsoft,Excellent learning opportunities and career growth,High expectations and long hours during crunch time,Focus on work-life balance,Product Manager,Former Employee - 5 years,2025-01-13T08:54:03.529331,42,positive,6,8,127,2025,False
gd_162,Amazon,2.9,Challenging experience at Amazon,Great work-life balance and flexible hours,Fast-paced environment can be stressful,Focus on communication,HR Manager,Former Employee - 2 years,2025-03-13T08:54:03.525222,45,negative,6,5,103,2025,False
gd_163,Oracle,3.3,Mixed experience at Oracle,Great work-life balance and flexible hours,Fast-paced environment can be stressful,Focus on employee development,Marketing Manager,Current Employee,2024-09-16T08:54:03.526625,34,neutral,6,5,110,2024,True
gd_164,Amazon,3.0,Mixed experience at Amazon,Supportive team and management,Limited advancement opportunities in some departments,Focus on innovation,Software Engineer,Former Employee - 5 years,2025-02-23T08:54:03.524602,89,neutral,4,6,102,2025,False
gd_165,Netflix,2.4,Challenging experience at Netflix,Innovative culture and cutting-edge technology,Fast-paced environment can be stressful,Focus on communication,Product Manager,Former Employee - 2 years,2025-04-25T08:54:03.531008,50,negative,5,5,107,2025,False
gd_166,Amazon,4.8,Great experience at Amazon,Competitive compensation and benefits,Fast-paced environment can be stressful,Focus on communication,UX Designer,Current Employee,2024-11-15T08:54:03.530631,27,positive,4,5,98,2024,True
gd_167,Salesforce,4.6,Great experience at Salesforce,Innovative culture and cutting-edge technology,Bureaucratic processes slow down innovation,Focus on communication,Sales Director,Current Employee,2025-07-03T08:54:03.526695,42,positive,5,5,111,2025,True
gd_168,Amazon,3.3,Mixed experience at Amazon,Innovative culture and cutting-edge technology,Limited remote work options,Focus on work-life balance,Data Scientist,Former Employee - 5 years,2025-06-03T08:54:03.528921,87,neutral,5,4,99,2025,False
gd_169,Tesla,2.0,Challenging experience at Tesla,Supportive team and management,Bureaucratic processes slow down innovation,Focus on work-life balance,Marketing Manager,Current Employee,2025-03-25T08:54:03.523486,65,negative,4,5,99,2025,True
gd_170,Google,4.6,Great experience at Google,Supportive team and management,Limited remote work options,Focus on communication,Data Scientist,Former Employee - 2 years,2025-02-13T08:54:03.529042,66,positive,4,4,79,2025,False
gd_171,Apple,2.6,Challenging experience at Apple,Supportive team and management,High expectations and long hours during crunch time,Focus on communication,Software Engineer,Current Employee,2024-11-17T08:54:03.527322,53,negative,4,8,103,2024,True
gd_172,Oracle,2.5,Challenging experience at Oracle,Innovative culture and cutting-edge technology,Bureaucratic processes slow down innovation,Focus on innovation,HR Manager,Current Employee,2025-06-21T08:54:03.529415,12,negative,5,5,108,2025,True
gd_173,Google,2.1,Challenging experience at Google,Excellent learning opportunities and career growth,High expectations and long hours during crunch time,Focus on innovation,DevOps Engineer,Current Employee,2025-06-08T08:54:03.524408,99,negative,6,8,120,2025,True
gd_174,Microsoft,3.6,Mixed experience at Microsoft,Great work-life balance and flexible hours,Bureaucratic processes slow down innovation,Focus on innovation,DevOps Engineer,Current Employee,2024-09-19T08:54:03.531266,59,neutral,6,5,104,2024,True
gd_175,Tesla,2.8,Challenging experience at Tesla,Supportive team and management,Limited remote work options,Focus on work-life balance,HR Manager,Former Employee - 2 years,2024-10-02T08:54:03.531260,12,negative,4,4,83,2024,False
gd_176,Microsoft,4.8,Great experience at Microsoft,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on employee development,DevOps Engineer,Former Employee - 5 years,2024-11-14T08:54:03.525431,57,positive,6,5,122,2024,False
gd_177,Oracle,2.8,Challenging experience at Oracle,Supportive team and management,Bureaucratic processes slow down innovation,Focus on communication,Data Scientist,Current Employee,2025-03-07T08:54:03.527621,14,negative,4,5,95,2025,True
gd_178,Tesla,4.1,Great experience at Tesla,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on employee development,HR Manager,Former Employee - 2 years,2025-04-30T08:54:03.526209,9,positive,5,8,126,2025,False
gd_179,Tesla,4.2,Great experience at Tesla,Supportive team and management,Bureaucratic processes slow down innovation,Focus on work-life balance,Data Scientist,Former Employee - 2 years,2025-07-09T08:54:03.529653,49,positive,4,5,99,2025,False
gd_180,IBM,3.3,Mixed experience at IBM,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on work-life balance,Marketing Manager,Former Employee - 2 years,2024-08-17T08:54:03.526184,71,neutral,5,8,123,2024,False
gd_181,Tesla,3.4,Mixed experience at Tesla,Great work-life balance and flexible hours,High expectations and long hours during crunch time,Focus on employee development,Software Engineer,Former Employee - 5 years,2025-03-03T08:54:03.530571,3,neutral,6,8,122,2025,False
gd_182,Amazon,4.9,Great experience at Amazon,Competitive compensation and benefits,High expectations and long hours during crunch time,Focus on communication,HR Manager,Former Employee - 5 years,2024-09-03T08:54:03.526469,54,positive,4,8,110,2024,False
gd_183,Microsoft,3.5,Mixed experience at Microsoft,Great work-life balance and flexible hours,Limited remote work options,Focus on communication,Sales Director,Current Employee,2025-01-05T08:54:03.526963,89,neutral,6,4,91,2025,True
gd_184,Amazon,2.5,Challenging experience at Amazon,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on innovation,Software Engineer,Former Employee - 5 years,2025-04-11T08:54:03.530636,48,negative,6,5,112,2025,False
gd_185,IBM,4.4,Great experience at IBM,Great work-life balance and flexible hours,High expectations and long hours during crunch time,Focus on communication,UX Designer,Former Employee - 5 years,2024-12-10T08:54:03.526453,35,positive,6,8,115,2024,False
gd_186,IBM,2.0,Challenging experience at IBM,Innovative culture and cutting-edge technology,Limited advancement opportunities in some departments,Focus on innovation,Sales Director,Former Employee - 5 years,2025-02-22T08:54:03.530443,79,negative,5,6,118,2025,False
gd_187,Amazon,4.3,Great experience at Amazon,Excellent learning opportunities and career growth,High expectations and long hours during crunch time,Focus on employee development,Product Manager,Former Employee - 5 years,2024-11-24T08:54:03.528470,34,positive,6,8,130,2024,False
gd_188,Salesforce,2.6,Challenging experience at Salesforce,Innovative culture and cutting-edge technology,Limited remote work options,Focus on communication,Sales Director,Former Employee - 2 years,2025-01-15T08:54:03.526899,46,negative,5,4,95,2025,False
gd_189,Microsoft,3.8,Mixed experience at Microsoft,Supportive team and management,Bureaucratic processes slow down innovation,Focus on employee development,Marketing Manager,Current Employee,2025-02-01T08:54:03.524728,94,neutral,4,5,102,2025,True
gd_190,Netflix,4.9,Great experience at Netflix,Competitive compensation and benefits,Limited advancement opportunities in some departments,Focus on work-life balance,HR Manager,Former Employee - 2 years,2025-03-01T08:54:03.530847,24,positive,4,6,116,2025,False
gd_191,Tesla,2.9,Challenging experience at Tesla,Innovative culture and cutting-edge technology,Limited advancement opportunities in some departments,Focus on communication,DevOps Engineer,Former Employee - 2 years,2025-06-12T08:54:03.530955,13,negative,5,6,121,2025,False
gd_192,Salesforce,3.1,Mixed experience at Salesforce,Great work-life balance and flexible hours,Limited advancement opportunities in some departments,Focus on innovation,Product Manager,Former Employee - 5 years,2025-01-15T08:54:03.530603,14,neutral,6,6,114,2025,False
gd_193,Salesforce,4.9,Great experience at Salesforce,Excellent learning opportunities and career growth,Limited advancement opportunities in some departments,Focus on work-life balance,HR Manager,Former Employee - 5 years,2024-10-10T08:54:03.531392,19,positive,6,6,129,2024,False
gd_194,Amazon,3.4,Mixed experience at Amazon,Supportive team and management,Limited advancement opportunities in some departments,Focus on work-life balance,DevOps Engineer,Former Employee - 5 years,2025-04-19T08:54:03.528338,1,neutral,4,6,109,2025,False
gd_195,Meta,4.8,Great experience at Meta,Great work-life balance and flexible hours,Bureaucratic processes slow down innovation,Focus on employee development,DevOps Engineer,Current Employee,2025-03-22T08:54:03.526408,78,positive,6,5,114,2025,True
gd_196,Salesforce,3.7,Mixed experience at Salesforce,Great work-life balance and flexible hours,Limited remote work options,Focus on communication,Marketing Manager,Former Employee - 5 years,2024-12-28T08:54:03.530973,8,neutral,6,4,91,2024,False
gd_197,Netflix,2.1,Challenging experience at Netflix,Innovative culture and cutting-edge technology,Fast-paced environment can be stressful,Focus on work-life balance,Software Engineer,Former Employee - 2 years,2024-11-12T08:54:03.526129,99,negative,5,5,111,2024,False
gd_198,Oracle,2.3,Challenging experience at Oracle,Innovative culture and cutting-edge technology,Fast-paced environment can be stressful,Focus on work-life balance,DevOps Engineer,Former Employee - 2 years,2025-01-10T08:54:03.526815,72,negative,5,5,111,2025,False
gd_199,Google,2.4,Challenging experience at Google,Competitive compensation and benefits,Fast-paced environment can be stressful,Focus on communication,HR Manager,Current Employee,2025-07-23T08:54:03.527013,97,negative,4,5,98,2025,True
gd_200,Meta,2.2,Challenging experience at Meta,Supportive team and management,Fast-paced environment can be stressful,Focus on work-life balance,Data Scientist,Current Employee,2025-06-26T08:54:03.524855,25,negative,4,5,95,2025,True
gd_201,Tesla,2.5,Challenging experience at Tesla,Great work-life balance and flexible hours,Bureaucratic processes slow down innovation,Focus on communication,Software Engineer,Former Employee - 2 years,2024-09-18T08:54:03.531399,39,negative,6,5,107,2024,False
gd_202,Tesla,4.0,Great experience at Tesla,Excellent learning opportunities and career growth,Limited remote work options,Focus on work-life balance,Product Manager,Former Employee - 5 years,2024-12-21T08:54:03.526123,76,positive,6,4,103,2024,False
gd_203,Netflix,3.3,Mixed experience at Netflix,Supportive team and management,Limited advancement opportunities in some departments,Focus on work-life balance,UX Designer,Current Employee,2024-08-22T08:54:03.531220,47,neutral,4,6,109,2024,True
gd_204,Apple,3.6,Mixed experience at Apple,Great work-life balance and flexible hours,High expectations and long hours during crunch time,Focus on work-life balance,Product Manager,Current Employee,2025-05-06T08:54:03.527275,7,neutral,6,8,119,2025,True
gd_205,Amazon,2.9,Challenging experience at Amazon,Excellent learning opportunities and career growth,High expectations and long hours during crunch time,Focus on innovation,Product Manager,Current Employee,2024-11-30T08:54:03.526586,89,negative,6,8,120,2024,True
gd_206,Microsoft,2.6,Challenging experience at Microsoft,Innovative culture and cutting-edge technology,Bureaucratic processes slow down innovation,Focus on employee development,Product Manager,Former Employee - 2 years,2025-06-18T08:54:03.531226,54,negative,5,5,118,2025,False
gd_207,Meta,3.6,Mixed experience at Meta,Innovative culture and cutting-edge technology,Fast-paced environment can be stressful,Focus on work-life balance,Data Scientist,Former Employee - 5 years,2025-06-29T08:54:03.524349,28,neutral,5,5,111,2025,False
gd_208,Oracle,3.3,Mixed experience at Oracle,Great work-life balance and flexible hours,High expectations and long hours during crunch time,Focus on communication,Marketing Manager,Current Employee,2025-02-25T08:54:03.525314,36,neutral,6,8,115,2025,True
gd_209,Salesforce,4.6,Great experience at Salesforce,Innovative culture and cutting-edge technology,Limited remote work options,Focus on innovation,DevOps Engineer,Former Employee - 5 years,2025-01-31T08:54:03.527556,66,positive,5,4,92,2025,False
gd_210,IBM,4.9,Great experience at IBM,Great work-life balance and flexible hours,Bureaucratic processes slow down innovation,Focus on employee development,HR Manager,Former Employee - 2 years,2025-01-13T08:54:03.529758,52,positive,6,5,114,2025,False
gd_211,Salesforce,4.3,Great experience at Salesforce,Great work-life balance and flexible hours,Bureaucratic processes slow down innovation,Focus on communication,Sales Director,Current Employee,2024-12-31T08:54:03.529207,100,positive,6,5,107,2024,True
gd_212,Salesforce,3.5,Mixed experience at Salesforce,Innovative culture and cutting-edge technology,Limited remote work options,Focus on employee development,Sales Director,Former Employee - 2 years,2024-08-26T08:54:03.527392,87,neutral,5,4,102,2024,False
gd_213,Netflix,4.1,Great experience at Netflix,Innovative culture and cutting-edge technology,Limited remote work options,Focus on employee development,HR Manager,Former Employee - 5 years,2025-06-05T08:54:03.528188,62,positive,5,4,102,2025,False
gd_214,IBM,3.0,Mixed experience at IBM,Great work-life balance and flexible hours,Fast-paced environment can be stressful,Focus on employee development,Software Engineer,Former Employee - 5 years,2025-02-16T08:54:03.529605,99,neutral,6,5,110,2025,False
gd_215,Google,3.6,Mixed experience at Google,Competitive compensation and benefits,Bureaucratic processes slow down innovation,Focus on work-life balance,HR Manager,Former Employee - 2 years,2025-02-17T08:54:03.527818,21,neutral,4,5,106,2025,False
gd_216,Netflix,3.7,Mixed experience at Netflix,Competitive compensation and benefits,High expectations and long hours during crunch time,Focus on innovation,DevOps Engineer,Former Employee - 5 years,2025-01-20T08:54:03.530345,85,neutral,4,8,107,2025,False
gd_217,Microsoft,4.7,Great experience at Microsoft,Innovative culture and cutting-edge technology,Fast-paced environment can be stressful,Focus on innovation,HR Manager,Former Employee - 5 years,2025-02-08T08:54:03.531113,55,positive,5,5,104,2025,False
gd_218,Microsoft,2.1,Challenging experience at Microsoft,Great work-life balance and flexible hours,Fast-paced environment can be stressful,Focus on work-life balance,Sales Director,Former Employee - 5 years,2024-09-24T08:54:03.526520,48,negative,6,5,107,2024,False
gd_219,Microsoft,4.4,Great experience at Microsoft,Supportive team and management,Bureaucratic processes slow down innovation,Focus on innovation,DevOps Engineer,Current Employee,2024-11-02T08:54:03.527455,82,positive,4,5,92,2024,True
gd_220,Salesforce,3.8,Mixed experience at Salesforce,Competitive compensation and benefits,High expectations and long hours during crunch time,Focus on innovation,Sales Director,Current Employee,2024-11-09T08:54:03.524762,35,neutral,4,8,107,2024,True
gd_221,Microsoft,4.0,Great experience at Microsoft,Innovative culture and cutting-edge technology,Limited remote work options,Focus on work-life balance,Product Manager,Current Employee,2024-12-03T08:54:03.524664,26,positive,5,4,99,2024,True
gd_222,Tesla,4.1,Great experience at Tesla,Innovative culture and cutting-edge technology,Limited remote work options,Focus on work-life balance,DevOps Engineer,Former Employee - 2 years,2024-12-16T08:54:03.531358,90,positive,5,4,99,2024,False
gd_223,Meta,4.1,Great experience at Meta,Supportive team and management,Limited remote work options,Focus on employee development,Software Engineer,Former Employee - 5 years,2025-07-02T08:54:03.531423,52,positive,4,4,86,2025,False
gd_224,Google,4.1,Great experience at Google,Competitive compensation and benefits,High expectations and long hours during crunch time,Focus on work-life balance,Sales Director,Former Employee - 5 years,2025-07-19T08:54:03.527317,28,positive,4,8,114,2025,False
gd_225,Oracle,3.1,Mixed experience at Oracle,Innovative culture and cutting-edge technology,Fast-paced environment can be stressful,Focus on communication,Product Manager,Former Employee - 2 years,2025-02-09T08:54:03.529141,72,neutral,5,5,107,2025,False
gd_226,Meta,2.4,Challenging experience at Meta,Competitive compensation and benefits,Fast-paced environment can be stressful,Focus on work-life balance,DevOps Engineer,Current Employee,2025-04-26T08:54:03.529725,73,negative,4,5,102,2025,True
gd_227,IBM,4.6,Great experience at IBM,Excellent learning opportunities and career growth,Fast-paced environment can be stressful,Focus on innovation,Data Scientist,Former Employee - 5 years,2024-12-31T08:54:03.531232,64,positive,6,5,108,2024,False
gd_228,Apple,4.0,Great experience at Apple,Excellent learning opportunities and career growth,Fast-paced environment can be stressful,Focus on innovation,Sales Director,Former Employee - 2 years,2025-02-20T08:54:03.528243,19,positive,6,5,108,2025,False
gd_229,Microsoft,3.0,Mixed experience at Microsoft,Supportive team and management,Fast-paced environment can be stressful,Focus on innovation,Marketing Manager,Former Employee - 2 years,2025-01-06T08:54:03.526303,61,neutral,4,5,88,2025,False
gd_230,Apple,2.9,Challenging experience at Apple,Great work-life balance and flexible hours,Limited remote work options,Focus on work-life balance,HR Manager,Current Employee,2025-06-04T08:54:03.531324,25,negative,6,4,95,2025,True
gd_231,Meta,2.9,Challenging experience at Meta,Supportive team and management,High expectations and long hours during crunch time,Focus on communication,Data Scientist,Former Employee - 2 years,2025-05-18T08:54:03.530493,69,negative,4,8,103,2025,False
gd_232,IBM,4.7,Great experience at IBM,Innovative culture and cutting-edge technology,Limited remote work options,Focus on work-life balance,Data Scientist,Former Employee - 2 years,2025-07-22T08:54:03.526402,18,positive,5,4,99,2025,False
gd_233,Meta,3.1,Mixed experience at Meta,Supportive team and management,Bureaucratic processes slow down innovation,Focus on work-life balance,Sales Director,Former Employee - 5 years,2025-06-21T08:54:03.525354,79,neutral,4,5,99,2025,False
gd_234,Apple,2.3,Challenging experience at Apple,Competitive compensation and benefits,Fast-paced environment can be stressful,Focus on innovation,Marketing Manager,Current Employee,2025-03-25T08:54:03.528880,17,negative,4,5,95,2025,True
gd_235,Netflix,2.9,Challenging experience at Netflix,Innovative culture and cutting-edge technology,Bureaucratic processes slow down innovation,Focus on employee development,Sales Director,Former Employee - 5 years,2025-06-13T08:54:03.529111,48,negative,5,5,118,2025,False
gd_236,Netflix,4.8,Great experience at Netflix,Supportive team and management,Limited remote work options,Focus on work-life balance,Sales Director,Current Employee,2025-03-05T08:54:03.530413,27,positive,4,4,83,2025,True
gd_237,Tesla,2.0,Challenging experience at Tesla,Great work-life balance and flexible hours,Limited advancement opportunities in some departments,Focus on communication,DevOps Engineer,Former Employee - 2 years,2025-03-16T08:54:03.529533,63,negative,6,6,117,2025,False
gd_238,Salesforce,4.6,Great experience at Salesforce,Excellent learning opportunities and career growth,Fast-paced environment can be stressful,Focus on communication,DevOps Engineer,Former Employee - 5 years,2024-11-15T08:54:03.526911,18,positive,6,5,111,2024,False
gd_239,Google,2.4,Challenging experience at Google,Excellent learning opportunities and career growth,Limited advancement opportunities in some departments,Focus on employee development,UX Designer,Current Employee,2024-10-12T08:54:03.530437,19,negative,6,6,132,2024,True
gd_240,Apple,3.2,Mixed experience at Apple,Excellent learning opportunities and career growth,High expectations and long hours during crunch time,Focus on work-life balance,Product Manager,Former Employee - 5 years,2025-07-26T08:54:03.530392,63,neutral,6,8,127,2025,False
gd_241,Salesforce,3.4,Mixed experience at Salesforce,Excellent learning opportunities and career growth,High expectations and long hours during crunch time,Focus on innovation,UX Designer,Former Employee - 5 years,2025-04-05T08:54:03.531440,15,neutral,6,8,120,2025,False
gd_242,Meta,4.3,Great experience at Meta,Excellent learning opportunities and career growth,High expectations and long hours during crunch time,Focus on employee development,UX Designer,Former Employee - 2 years,2024-09-15T08:54:03.531435,84,positive,6,8,130,2024,False
gd_243,Apple,2.3,Challenging experience at Apple,Competitive compensation and benefits,Fast-paced environment can be stressful,Focus on work-life balance,Marketing Manager,Current Employee,2024-09-11T08:54:03.530560,30,negative,4,5,102,2024,True
gd_244,Salesforce,3.4,Mixed experience at Salesforce,Supportive team and management,Limited advancement opportunities in some departments,Focus on communication,Sales Director,Current Employee,2025-04-28T08:54:03.530486,50,neutral,4,6,105,2025,True
gd_245,Google,4.8,Great experience at Google,Excellent learning opportunities and career growth,Limited advancement opportunities in some departments,Focus on innovation,DevOps Engineer,Former Employee - 5 years,2025-05-21T08:54:03.529540,70,positive,6,6,122,2025,False
gd_246,Oracle,3.8,Mixed experience at Oracle,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on employee development,Software Engineer,Current Employee,2025-01-12T08:54:03.525045,93,neutral,5,8,126,2025,True
gd_247,Netflix,4.2,Great experience at Netflix,Supportive team and management,Limited remote work options,Focus on work-life balance,Software Engineer,Current Employee,2025-08-05T08:54:03.531387,75,positive,4,4,83,2025,True
gd_248,Netflix,2.3,Challenging experience at Netflix,Competitive compensation and benefits,Limited advancement opportunities in some departments,Focus on innovation,UX Designer,Former Employee - 2 years,2025-08-05T08:54:03.526062,50,negative,4,6,109,2025,False
gd_249,Netflix,4.0,Great experience at Netflix,Innovative culture and cutting-edge technology,High expectations and long hours during crunch time,Focus on work-life balance,Sales Director,Former Employee - 2 years,2025-01-05T08:54:03.527298,46,positive,5,8,123,2025,False
gd_250,Oracle,3.9,Mixed experience at Oracle,Great work-life balance and flexible hours,Bureaucratic processes slow down innovation,Focus on employee development,UX Designer,Former Employee - 5 years,2024-12-18T08:54:03.530949,56,neutral,6,5,114,2024,False
gd_251,Apple,4.6,Great experience at Apple,Great work-life balance and flexible hours,High expectations and long hours during crunch time,Focus on communication,Product Manager,Former Employee - 5 years,2024-08-15T08:54:03.531404,17,positive,6,8,115,2024,False
gd_252,Amazon,3.3,Mixed experience at Amazon,Supportive team and management,Limited remote work options,Focus on work-life balance,HR Manager,Former Employee - 2 years,2025-08-09T08:54:03.529094,17,neutral,4,4,83,2025,False
gd_253,Meta,4.5,Great experience at Meta,Excellent learning opportunities and career growth,Bureaucratic processes slow down innovation,Focus on communication,DevOps Engineer,Former Employee - 5 years,2025-03-12T08:54:03.527042,87,positive,6,5,115,2025,False
gd_254,Oracle,4.2,Great experience at Oracle,Supportive team and management,Fast-paced environment can be stressful,Focus on employee development,Marketing Manager,Former Employee - 5 years,2024-10-01T08:54:03.530884,12,positive,4,5,98,2024,False
gd_255,Microsoft,3.4,Mixed experience at Microsoft,Great work-life balance and flexible hours,Limited advancement opportunities in some departments,Focus on work-life balance,Data Scientist,Current Employee,2025-02-08T08:54:03.525905,89,neutral,6,6,121,2025,True
